Time,Temp,Pressure,Height (ft),Euler X,Euler Y,Euler Z,Ang  x,Ang  y,Ang z,Linear accel x,Linear accel y,Linear accel z
713336,35.89,846.77,4105.32,328.38,-8.75,-10.5,-0.18,1.92,-1.41,-1.99,1.89,1.02
713358,35.89,846.77,4105.32,329.75,-11.19,-10.06,-0.21,1.96,-1.4,-1.61,0.61,-1.94
713380,35.89,846.77,4105.32,331.06,-13.62,-9.62,-0.19,2.01,-1.37,-2.88,0.86,0.73
713402,35.89,846.77,4105.32,332.31,-16.06,-9.12,-0.18,2.03,-1.31,-2.11,0.53,-1.53
713424,35.89,846.77,4105.32,333.44,-18.56,-8.62,-0.18,2.06,-1.16,-2.63,0.85,-0.5
713446,35.89,846.77,4105.32,334.38,-21,-8.12,-0.18,2.08,-0.87,-2.66,0.51,-0.99
713468,35.89,846.77,4105.32,335.31,-24.56,-7.56,-0.16,2.09,-0.62,-2.65,0.43,-1.24
713490,35.89,846.77,4105.32,335.31,-26.94,-7.31,-0.13,2.09,-0.33,-3.34,0.14,-0.78
713551,35.89,846.77,4105.32,334.5,-33.56,-8.12,0.09,1.95,0.46,-5.63,-0.9,-0.96
713573,35.89,846.77,4105.32,333.62,-35.5,-9.12,0.24,1.82,0.78,-4.48,0.12,-1.12
713595,35.89,846.77,4105.32,332.44,-37.12,-10.56,0.37,1.67,1.08,-4.91,0.58,-0.83
713617,35.89,846.77,4105.32,331,-38.56,-12.44,0.55,1.42,1.56,-4.6,0.87,-1.05
713639,35.89,846.77,4105.32,328.06,-40,-16.19,0.68,1.27,1.85,-4.94,0.67,-1.1
713661,35.89,846.77,4105.32,325.94,-40.5,-19.19,0.81,1.08,2.13,-4.88,1.4,-1.46
713683,35.89,846.77,4105.32,323.56,-40.56,-22.56,0.94,0.87,2.37,-4.39,2.32,-1.81
713705,35.89,846.77,4105.32,321.06,-40.12,-26.12,1.05,0.65,2.52,-4.44,2.52,-1.63
713727,35.89,846.77,4105.32,318.5,-39.25,-29.69,1.12,0.43,2.66,-4.41,3.71,-1.23
713749,35.89,846.77,4105.32,315.88,-37.88,-33.12,1.14,0.08,2.68,-4.56,4.98,-0.7
713771,35.89,846.77,4105.32,312.25,-35.31,-37.56,1.06,-0.17,2.48,-4.22,5.63,-0.53
713793,35.89,846.77,4105.32,310.31,-33.56,-39.75,0.92,-0.4,2.02,-3.61,6.57,0.39
713815,35.89,846.77,4105.32,309.12,-32,-41.19,0.71,-0.57,1.32,-2.67,5.61,0.25
713837,35.89,846.77,4105.32,308.69,-30.94,-41.88,0.5,-0.65,0.58,-1.19,4.49,-0.13
713859,35.89,846.77,4105.32,309.12,-30.38,-42.06,0.26,-0.61,-0.45,-0.28,2.8,-0.98
713881,35.89,846.77,4105.32,310.75,-30.44,-41.5,0.17,-0.53,-1,0.79,1.8,-1.68
713903,35.89,846.77,4105.32,312.88,-31.12,-40.75,0.13,-0.42,-1.41,0.37,1.34,-1.78
713925,35.89,846.77,4105.32,315,-32.06,-39.88,0.14,-0.28,-1.87,0.65,0.42,-2.24
713947,35.89,846.77,4105.32,317.69,-33.38,-38.81,0.18,-0.17,-2.11,1.16,0.49,-2.73
713969,35.89,846.77,4105.32,320.31,-34.88,-37.69,0.22,-0.03,-2.33,2.31,0.06,-3.59
713991,35.89,846.77,4105.32,323.06,-36.56,-36.44,0.28,0.13,-2.47,0.74,0.51,-2.63
714013,35.89,846.77,4105.32,327.81,-39.44,-34.44,0.31,0.33,-2.68,0.47,1.7,-2.16
714035,35.89,846.77,4105.32,330.94,-41.56,-32.75,0.32,0.42,-2.83,1.28,1.22,-2.81
714057,35.89,846.77,4105.32,334.19,-43.75,-30.88,0.34,0.55,-2.99,1.17,0.17,-2.96
714079,35.89,846.77,4105.32,337.69,-46.06,-28.62,0.38,0.65,-3.11,0.97,0.34,-2.95
714101,35.89,846.77,4105.32,341.25,-48.38,-26.12,0.4,0.74,-3.19,0.52,0.51,-2.7
714123,35.89,846.77,4105.32,346.81,-51.81,-21.38,0.38,0.82,-3.34,0.33,0.93,-2.52
714145,35.89,846.77,4105.32,350.62,-54,-17.44,0.33,0.86,-3.44,-0.1,0.76,-2.33
714167,35.89,846.77,4105.32,354.62,-55.94,-12.81,0.28,0.84,-3.5,-3.02,1.26,-0.83
714189,35.89,846.77,4105.32,358.5,-57.44,-7.5,0.19,0.69,-3.42,-2.49,-0.04,-1.24
714211,35.89,846.77,4105.32,2.25,-58.31,-1.88,0.13,0.52,-3.28,-6.06,0.34,-0.1
714233,35.89,846.77,4105.32,5.69,-58.69,3.44,0.03,0.24,-2.75,-5.77,0.53,-0.03
714255,35.89,846.77,4105.32,9.81,-58.38,10.31,-0.08,-0.01,-2.24,-6.98,-0.36,0.22
714277,35.89,846.77,4105.32,11.62,-57.69,13.44,-0.19,-0.35,-1.56,-9.51,-0.29,0.67
714299,35.89,846.77,4105.32,12.75,-56.75,15.06,-0.3,-0.74,-0.78,-8.28,-0.04,0.29
714321,35.89,846.77,4105.32,12.62,-55.56,15.44,-0.43,-1.14,-0.04,-5.79,0.6,-1.02
714378,35.89,846.77,4105.32,7.38,-51.06,11.38,-1.02,-1.96,1.79,-3.31,0.89,-2.29
714400,35.89,846.77,4105.32,4.44,-49.25,9.5,-1.26,-2.07,2.18,-2.64,0.88,-0.69
714422,35.89,846.77,4105.32,0.94,-47.31,7.75,-1.5,-2.11,2.45,-0.9,1.29,-1.43
714444,35.89,846.77,4105.32,357.19,-45.38,6.38,-1.75,-2.09,2.53,0.11,1.03,-2.57
714466,35.89,846.77,4105.32,351.5,-42.5,5.31,-2.06,-1.93,2.53,0.61,0.46,-2.1
714488,35.89,846.77,4105.32,347.81,-40.75,5.12,-2.22,-1.78,2.43,1.61,0.08,-2.9
714510,35.89,846.77,4105.32,344.19,-39.19,5.44,-2.35,-1.58,2.28,1.75,-0.56,-3.11
714532,35.89,846.77,4105.32,340.81,-37.88,6.06,-2.44,-1.37,2.14,2.04,-0.49,-3.65
714554,35.89,846.77,4105.32,337.56,-36.81,7,-2.53,-1.14,2.06,2.02,-0.83,-4.01
714576,35.89,846.77,4105.32,334.31,-36,8.12,-2.63,-0.78,1.92,2.45,-1.24,-4.65
714598,35.89,846.77,4105.32,329.81,-35.44,10.25,-2.67,-0.54,1.77,2.32,-1.51,-4.76
714620,35.89,846.77,4105.32,327,-35.38,11.88,-2.69,-0.3,1.6,2.32,-1.39,-5.08
714642,35.89,846.77,4105.32,324.38,-35.62,13.75,-2.72,-0.08,1.43,2,-2.12,-5.08
714664,35.89,846.77,4105.32,322.06,-36.06,15.75,-2.73,0.13,1.26,1.93,-2.33,-5.22
714686,35.89,846.77,4105.32,319.88,-36.69,18,-2.77,0.42,0.95,1.65,-2.52,-4.78
714708,35.89,846.77,4105.32,316.94,-37.94,21.88,-2.79,0.58,0.75,1.71,-2.33,-4.83
714730,35.89,846.77,4105.32,315.31,-38.94,24.75,-2.82,0.74,0.52,1.28,-2.64,-4.57
714752,35.89,846.77,4105.32,314.06,-39.94,27.94,-2.84,0.88,0.35,1.23,-1.92,-4.73
714774,35.89,846.77,4105.32,312.75,-41.06,31.38,-2.87,1,0.21,1.26,-2.51,-4.42
714796,35.89,846.77,4105.32,311.62,-42.12,35.06,-2.92,1.11,0.08,0.91,-3.12,-4.09
714818,35.89,846.77,4105.32,310.56,-43.19,39.06,-2.97,1.22,0.03,0.03,-2.87,-3.83
714840,35.89,846.77,4105.32,308.88,-44.81,45.25,-3,1.28,0.1,0.04,-3.63,-3.43
714862,35.89,846.77,4105.32,307.56,-45.94,49.56,-2.99,1.34,0.22,-0.03,-3.12,-3.4
714884,35.89,846.77,4105.32,306.06,-47.19,53.88,-2.96,1.41,0.41,0.13,-4.48,-2.75
714906,35.89,846.77,4105.32,304.25,-48.69,58.12,-2.87,1.47,0.69,-1.04,-3.91,-2.21
714961,35.89,846.77,4105.32,297,-54.69,70.19,-2.31,1.5,1.82,-2.46,-5.71,-0.74
714983,35.89,846.77,4105.32,293.69,-57.44,73.69,-2.03,1.46,2.25,-2.47,-6.98,-0.17
715005,35.89,846.77,4105.32,290,-60.62,77,-1.7,1.37,2.72,-3.73,-6.12,0.27
715027,35.89,846.77,4105.32,285.81,-64.31,79.94,-1.35,1.24,3.29,-3.95,-6.31,0.9
715049,35.89,846.77,4105.32,281.06,-68.69,82.44,-0.95,1.06,3.96,-5.78,-4.83,0.79
715071,35.89,846.77,4105.32,272.06,-77.19,85.56,-0.47,0.79,5.78,-6.8,-3.67,1.02
715093,35.89,846.77,4105.32,264.25,-84.94,5,-0.18,0.44,7.3,-6.35,-3.01,0.96
715115,35.89,846.77,4105.32,254.62,-85.38,-4.56,0.01,0.06,8.68,-7.72,-4.22,1.05
715137,35.89,846.77,4105.32,244.31,-74.75,-86.44,0.12,-0.73,9.61,-6.43,-1.84,1.16
715159,35.89,846.77,4105.32,234.25,-64.25,-85.19,0,-1.26,9.39,-7.41,-0.53,0.29
715181,35.89,846.77,4105.32,224.75,-53.88,-83.62,-0.49,-1.88,9.05,-6.96,1.29,-0.9
715203,35.89,846.77,4105.32,211.06,-38.56,-80.94,-1.01,-2.18,8.98,-5.64,3.22,-1.2
715225,35.89,846.77,4105.32,202.25,-28.38,-78.75,-1.67,-2.34,8.92,-5.12,3.36,-1.59
715247,35.89,846.77,4105.32,193.5,-18.19,-76.12,-2.38,-2.34,8.87,-3.29,2.99,-2.21
715269,35.89,846.77,4105.32,184.88,-8.06,-72.94,-3.1,-2.14,8.92,-1.07,3.21,-2.88
715291,35.89,846.77,4105.32,176.62,1.62,-69,-4.05,-1.56,8.11,1.55,2.33,-3.34
715313,35.89,846.77,4105.32,166.38,13.75,-61.44,-4.46,-1.1,6.67,2.07,1.74,-3.64
715335,35.89,846.77,4105.32,161.69,19.44,-55.56,-4.69,-0.65,5.17,3.53,1.61,-3.4
715357,35.89,846.77,4105.32,158.62,23.25,-49.31,-4.82,-0.23,3.74,2.88,1.73,-3.62
715379,35.89,846.77,4105.32,156.81,25.5,-42.88,-4.86,0.1,2.54,2.31,0.69,-3.77
715401,35.89,846.77,4105.32,156.19,26.5,-36.62,-4.88,0.36,1.53,2.49,-1.17,-3.84
715423,35.89,846.77,4105.32,156.38,26.62,-30.69,-4.8,0.63,0.32,2.98,-2.54,-3.61
715445,35.89,846.77,4105.32,158.06,25.62,-22.56,-4.68,0.72,-0.26,1.61,-2.49,-4.72
715467,35.89,846.77,4105.32,159.69,24.69,-17.62,-4.58,0.69,-0.57,-2.52,-2.46,-5.01
715489,35.89,846.77,4105.32,161.31,23.81,-12.75,-4.48,0.65,-0.54,2.33,-3.3,0.15
715511,35.89,846.77,4105.32,162.81,23,-8.12,-4.3,0.66,-0.54,0.19,-3.14,-5.11
715533,35.89,846.77,4105.32,164.31,22.25,-3.75,-4.05,0.56,-0.56,0.81,-5.24,-2.59
715555,35.89,846.77,4105.32,165.81,21.62,0.38,-3.82,0.49,-0.65,0.07,-4.9,-3.74
715577,35.89,846.77,4105.32,168.19,21,6.06,-3.61,0.38,-0.75,-0.13,-5.76,-2.39
715599,35.89,846.77,4105.32,169.75,20.75,9.56,-3.37,0.26,-0.75,-0.46,-4.81,-3.3
715621,35.89,846.77,4105.32,171.12,20.75,12.81,-3.17,0.13,-0.64,-0.58,-4.72,-3.45
715643,35.89,846.77,4105.32,172.38,20.88,16,-3.01,0,-0.49,-0.42,-5.81,-3.21
715665,35.89,846.77,4105.32,173.44,21.06,19,-2.7,-0.18,-0.34,-0.48,-5.61,-3.57
715687,35.89,846.77,4105.32,174.62,21.62,23.25,-2.51,-0.29,-0.2,-0.59,-6.1,-3.43
715709,35.89,846.77,4105.32,175.25,22.06,25.88,-2.3,-0.39,-0.1,-0.43,-5.4,-3.7
715731,35.89,846.77,4105.32,175.69,22.5,28.31,-2.12,-0.48,-0.06,-0.41,-6.2,-3.25
715753,35.89,846.77,4105.32,176.06,23.06,30.62,-1.92,-0.56,-0.05,-0.14,-5.12,-3.86
715775,35.89,846.77,4105.32,176.38,23.69,32.75,-1.64,-0.67,-0.12,0.03,-5.25,-3.61
715835,35.89,846.77,4105.32,177.31,26.06,37.88,-1.15,-0.83,-0.22,0.89,-6.44,-3.01
715857,35.89,846.77,4105.32,177.56,27,39.12,-0.75,-0.9,-0.4,0.81,-5.48,-3.26
715879,35.89,846.77,4105.32,177.19,28.69,40.38,-0.49,-0.94,-0.5,0.93,-5.7,-3.27
715901,35.89,846.77,4105.32,177.56,29.88,40.81,-0.21,-0.96,-0.59,0.96,-6.09,-3.11
715923,35.89,846.77,4105.32,177.38,31.19,40.81,0.08,-0.97,-0.75,0.76,-5.36,-3.39
715945,35.89,846.77,4105.32,177.88,32.62,40.5,0.38,-0.94,-0.9,1.03,-5.6,-3.43
715967,35.89,846.77,4105.32,178.38,34.06,39.69,0.69,-0.89,-0.98,1.13,-3.84,-3.81
715989,35.89,846.77,4105.32,179.12,36.31,37.75,1.07,-0.84,-1.13,0.59,-3.07,-4.15
716011,35.89,846.77,4105.32,179.69,37.81,36,1.27,-0.79,-1.19,1.28,-3.59,-4.11
716033,35.89,846.77,4105.32,180.25,39.25,33.94,1.45,-0.73,-1.23,0.71,-2.06,-4.62
716055,35.89,846.77,4105.32,180.75,40.69,31.56,1.6,-0.67,-1.25,1.73,-2.72,-4.31
716077,35.89,846.77,4105.32,181.19,41.94,28.88,1.77,-0.55,-1.25,1.45,-3.09,-4.46
716099,35.89,846.77,4105.32,181.62,43,25.94,2.02,-0.36,-1.17,0.56,-1.88,-5.06
716121,35.89,846.77,4105.32,181.94,44.19,20.94,2.19,-0.24,-1.11,1.41,-2.57,-4.84
716143,35.89,846.77,4105.32,182.06,44.75,17.31,2.34,-0.11,-1.08,1.07,-2.34,-5.16
716165,35.89,846.77,4105.32,182.06,45.06,13.5,2.48,0.02,-0.97,1.01,-1.98,-5.14
716187,35.89,846.77,4105.32,181.81,45.12,9.75,2.6,0.14,-0.79,0.73,-1.04,-5.46
716209,35.89,846.77,4105.32,181.25,45,6,2.7,0.24,-0.57,0.66,-1.51,-5.32
716231,35.89,846.77,4105.32,179.12,44.5,0.81,2.86,0.36,-0.14,-0.01,-0.62,-5.52
716253,35.89,846.77,4105.32,177.69,44.06,-2.25,2.94,0.38,0.19,0.28,-0.78,-5.52
716275,35.89,846.77,4105.32,175,43.69,-5,3.04,0.39,0.64,-0.02,-0.5,-5.79
716297,35.89,846.77,4105.32,172.5,43.38,-7.31,3.11,0.37,1.15,-0.24,-0.78,-5.95
716319,35.89,846.77,4105.32,169.19,43.38,-9,3.22,0.25,1.97,-0.5,-0.56,-6
716373,35.89,846.77,4105.32,154.81,45.31,-10.56,3.34,-0.32,3.77,-0.68,-0.64,-6.18
716395,35.89,846.77,4105.32,148.62,46.69,-9.62,3.33,-0.6,4.33,-0.5,-1.11,-5.93
716417,35.89,846.77,4105.32,141.81,48.38,-7.75,3.29,-0.89,4.91,-0.59,-1.09,-5.97
716439,35.89,846.77,4105.32,134.38,50.31,-4.69,3.19,-1.22,5.39,0.03,-1.78,-5.64
716461,35.89,846.77,4105.32,126.44,52.19,-0.31,3.03,-1.53,5.76,-0.2,-1.77,-5.6
716483,35.89,846.77,4105.32,113.94,54.5,8.81,2.69,-1.98,6.17,-0.27,-2.04,-5.4
716505,35.89,846.77,4105.32,105.44,55.44,16.38,2.42,-2.27,6.14,0.45,-3.24,-4.86
716527,35.89,846.77,4105.32,97.06,55.62,24.5,2.14,-2.5,6.04,0.3,-3.53,-4.59
716549,35.89,846.77,4105.32,88.75,55,32.75,1.86,-2.67,5.93,1.02,-3.02,-3.94
716571,35.89,846.77,4105.32,80.5,53.56,40.75,1.58,-2.78,5.83,1.7,-3.13,-3.35
716593,35.89,846.77,4105.32,72.25,51.25,48,1.21,-2.76,5.89,3.42,-3.67,-2.06
716615,35.89,846.77,4105.32,59.62,46.06,57.19,0.99,-2.65,6.1,3.09,-3.65,-1.67
716637,35.89,846.77,4105.32,50.94,41.5,62,0.8,-2.52,6.3,3.53,-4,-1.07
716659,35.89,846.77,4105.32,42,36.19,65.69,0.67,-2.39,6.55,2.56,-4.48,-0.8
716681,35.89,846.77,4105.32,32.69,30.25,68.5,0.57,-2.27,6.89,2.69,-5.52,-0.02
716703,35.89,846.77,4105.32,23.06,23.69,70.5,0.52,-2.07,7.44,0.9,-5.93,0.22
716725,35.89,846.77,4105.32,7.62,12.56,72.06,0.51,-2,8.03,-0.13,-5.83,0.22
716747,35.89,846.77,4105.32,356.56,4.31,72.25,0.5,-2.03,8.59,-1.85,-5.55,-0.12
716769,35.89,846.77,4105.32,345.25,-4.06,71.69,0.48,-2.12,8.69,-2.09,-6.06,0
716791,35.89,846.77,4105.32,334.38,-12,70.38,0.51,-2.26,8.14,-2.9,-4.88,-0.28
716813,35.89,846.77,4105.32,324.44,-18.81,68.38,0.51,-2.43,7.17,-3.11,-5.4,-0.08
716835,35.89,846.77,4105.32,315.69,-24.19,65.62,0.54,-2.76,5.71,-3.84,-5.22,-0.08
716857,35.89,846.77,4105.32,304.44,-29.94,60.44,0.55,-3.03,4.95,-4.59,-4.59,-0.06
716879,35.89,846.77,4105.32,297.94,-32.25,56.38,0.55,-3.33,4.26,-3.72,-2.43,-0.97
716901,35.89,846.77,4105.32,292.06,-33.44,52.19,0.51,-3.56,3.72,-3.56,-1.59,-1.38
716923,35.89,846.77,4105.32,286.75,-33.69,47.94,0.42,-3.77,3.34,-2.3,-0.76,-2.31
716945,35.89,846.77,4105.32,281.69,-33.25,43.88,0.24,-3.99,3.1,-1.92,0.41,-2.47
716967,35.89,846.77,4105.32,274.44,-31.5,38.31,0.09,-4.1,3.04,-0.93,0.64,-3.31
716989,35.89,846.77,4105.32,269.69,-29.88,35.12,-0.06,-4.15,2.99,-0.56,0.68,-2.86
717011,35.89,846.77,4105.32,265.06,-27.81,32.44,-0.21,-4.17,2.93,0.44,0.52,-2.49
717033,35.89,846.77,4105.32,260.56,-25.56,30.19,-0.34,-4.15,2.86,1.18,0.08,-3.2
717055,35.89,846.77,4105.32,256.19,-23.12,28.44,-0.45,-4.07,2.78,1.87,0.08,-3.27
717077,35.89,846.77,4105.32,252.06,-20.56,27.06,-0.57,-3.91,2.66,2.62,-0.69,-3.01
717099,35.89,846.77,4105.32,246.06,-16.81,25.81,-0.62,-3.77,2.59,2.53,-0.57,-3.41
717121,35.89,846.77,4105.32,242.25,-14.38,25.31,-0.66,-3.62,2.51,3.5,-0.7,-3.54
717143,35.89,846.77,4105.32,238.56,-12,25.12,-0.69,-3.43,2.44,3.43,-0.91,-3.28
717165,35.89,846.77,4105.32,235.06,-9.88,25.12,-0.7,-3.22,2.36,3.87,-0.55,-3.19
717187,35.89,846.77,4105.32,231.62,-7.88,25.31,-0.72,-2.88,2.28,4.28,-0.34,-2.75
717209,35.89,846.77,4105.32,228.38,-6.12,25.69,-0.75,-2.64,2.24,4.45,-0.32,-2.76
717231,35.89,846.77,4105.32,223.62,-4,26.5,-0.77,-2.38,2.22,4.99,-0.51,-2.18
717288,35.89,846.77,4105.32,216.38,-1.88,28.25,-0.77,-1.56,2,5.09,-0.71,-2.77
717310,35.89,846.77,4105.32,212.5,-1.31,29.44,-0.74,-1.31,1.91,5.37,-1.21,-2.41
717332,35.89,846.77,4105.32,210.12,-1.25,30.12,-0.68,-1.06,1.77,5.78,-1.67,-1.92
717354,35.89,846.77,4105.32,208.06,-1.31,30.75,-0.56,-0.8,1.58,5.43,-1.51,-2.08
717376,35.89,846.77,4105.32,206.31,-1.56,31.25,-0.42,-0.57,1.39,5.65,-1.86,-1.89
717398,35.89,846.77,4105.32,204.81,-1.88,31.5,-0.27,-0.33,1.15,5.48,-2.01,-2.01
717420,35.89,846.77,4105.32,203.69,-2.31,31.62,-0.1,-0.1,0.87,5.44,-2.54,-1.67
717442,35.89,846.77,4105.32,202.88,-2.94,31.5,0.18,0.21,0.34,4.85,-1.91,-2.38
717464,35.89,846.77,4105.32,202.94,-3.31,31.12,0.37,0.41,-0.05,5.26,-3.02,-1.38
717486,35.89,846.77,4105.32,203.56,-3.62,30.56,0.57,0.59,-0.47,4.17,-1.46,-2.5
717508,35.89,846.77,4105.32,204.62,-3.88,29.88,0.72,0.76,-0.82,4.13,-1.26,-2.32
717530,35.89,846.77,4105.32,206.19,-4.12,29.06,0.95,1.03,-1.32,4.26,-1.43,-2
717552,35.89,846.77,4105.32,208.19,-4.44,28.06,1.13,1.33,-1.73,3.75,-1.61,-1.45
717574,35.89,846.77,4105.32,211.19,-5.25,26.44,1.22,1.53,-1.84,3.8,-1.46,-1.61
717596,35.89,846.77,4105.32,213.81,-5.94,25.31,1.28,1.71,-1.93,3.15,-0.79,-1.92
717618,35.89,846.77,4105.32,216.56,-6.88,24.19,1.31,1.88,-2,2.2,0.3,-2.85
717640,35.89,846.77,4105.32,219,-8,23.12,1.28,2.03,-2.04,2.06,0.56,-2.03
717662,35.89,846.77,4105.32,221.88,-9.31,22.25,1.19,2.24,-2.09,1.57,1.09,-1.82
717684,35.89,846.77,4105.32,226.25,-11.62,21.19,1.09,2.38,-2.1,0.98,1.59,-2.18
717706,35.89,846.77,4105.32,229.19,-13.31,20.81,0.96,2.5,-2.11,0.79,1.83,-2.3
717728,35.89,846.77,4105.32,232.19,-15.19,20.69,0.81,2.6,-2.13,-0.18,2.07,-1.98
717785,35.89,846.77,4105.32,241.12,-20.94,22.19,0.27,2.68,-2.12,-2.45,2.49,-2.03
717807,35.89,846.77,4105.32,244.06,-22.69,23.38,0.07,2.62,-2.14,-2.84,2.22,-1.65
717829,35.89,846.77,4105.32,247.06,-24.25,24.94,-0.12,2.52,-2.2,-3.23,1.99,-1.61
717851,35.89,846.77,4105.32,250.12,-25.62,26.81,-0.3,2.39,-2.29,-3.9,1.39,-1.64
717873,35.89,846.77,4105.32,253.19,-26.62,29,-0.46,2.22,-2.36,-3.9,1.3,-1.68
717895,35.89,846.77,4105.32,256.31,-27.25,31.44,-0.69,1.92,-2.46,-4.61,0.43,-1.82
717917,35.89,846.77,4105.32,260.88,-27.5,35.31,-0.84,1.68,-2.47,-4.67,0.23,-1.82
717939,35.89,846.77,4105.32,263.81,-27.19,38,-0.97,1.43,-2.44,-5.32,0.14,-1.69
717961,35.89,846.77,4105.32,266.62,-26.56,40.62,-1.1,1.15,-2.35,-5.77,-0.19,-1.59
717983,35.89,846.77,4105.32,269.12,-25.69,43.19,-1.2,0.86,-2.2,-5.58,-0.31,-1.49
718005,35.89,846.77,4105.32,271.25,-24.62,45.56,-1.3,0.45,-1.78,-5.96,-0.28,-1.55
718027,35.89,846.77,4105.32,273.62,-23,48.75,-1.31,0.2,-1.45,-5.23,0.02,-1.83
718049,35.89,846.77,4105.32,274.69,-22,50.56,-1.29,-0.01,-1.19,-5.63,0.22,-1.75
718071,35.89,846.77,4105.32,275.38,-21.06,52.19,-1.23,-0.2,-0.89,-6.26,-0.19,-1.57
718093,35.89,846.77,4105.32,275,-20.25,53.5,-1.14,-0.38,-0.63,-6.39,-0.61,-1.24
718115,35.89,846.77,4105.32,275,-19.5,54.62,-0.96,-0.64,-0.31,-6.55,-0.54,-1.13
718137,35.89,846.77,4105.32,274.19,-18.81,55.5,-0.84,-0.83,-0.1,-5.83,-0.69,-1.25
718159,35.89,846.77,4105.32,273.12,-17.94,56.38,-0.72,-0.99,0.07,-5.95,-0.7,-1.12
718181,35.89,846.77,4105.32,271.5,-17.44,56.75,-0.6,-1.15,0.22,-6.08,-0.14,-1.4
718203,35.89,846.77,4105.32,270.25,-17,56.88,-0.51,-1.29,0.35,-5.12,0.43,-1.9
718225,35.89,846.77,4105.32,268.88,-16.5,56.94,-0.44,-1.42,0.45,-5.75,-0.06,-1.47
718247,35.89,846.77,4105.32,266.69,-16.12,56.81,-0.31,-1.66,0.69,-5.36,0.52,-1.72
718269,35.89,846.77,4105.32,263.81,-15.56,56.38,-0.24,-1.82,0.82,-5.53,-0.18,-1.25
718291,35.89,846.77,4105.32,260.94,-15.25,55.94,-0.14,-1.99,0.95,-6.01,-0.43,-1.04
718313,35.89,846.77,4105.32,258.5,-14.88,55.31,-0.04,-2.18,1.15,-6.91,-1.18,-0.31
718335,35.89,846.77,4105.32,255.69,-14.56,54.44,0.1,-2.43,1.39,-9.19,-3.22,1.63
718357,35.89,846.77,4105.32,252.44,-14.25,53.25,0.47,-3.04,1.82,-18.15,-12.45,11.24
718379,35.89,846.77,4105.32,248.69,-13.81,51.56,1.08,-3.89,2.26,-33.93,-27.4,29.37
718401,35.89,846.77,4105.32,241.38,-11.75,46.62,2.57,-5.74,2.71,-37.16,-32.11,32.83
718423,35.89,846.77,4105.32,235.19,-8.06,40.31,5.1,-8.04,3.18,-33.87,-32.82,32.02
718445,35.89,846.77,4105.32,228.38,-1.81,31.12,8.28,-9.91,3.55,-16.31,-31.31,27.88
718467,35.89,846.77,4105.32,221.38,7.12,21.25,9.37,-11.08,3.67,17.74,11.14,4.59
718489,35.89,846.77,4105.32,214.44,17.81,13,7.97,-10.73,3.55,35.4,24.29,10.5
718511,35.89,846.77,4105.32,204.5,33.19,5.25,6.22,-9,3.78,33.91,22.75,9.85
718533,35.89,846.77,4105.32,197.75,40.88,3.81,4.45,-6.74,4.31,26.93,16.72,3.39
718555,35.89,846.77,4105.32,190.94,46.25,5.5,3.03,-4.8,4.76,25.53,9.99,-1.27
718577,35.89,846.77,4105.32,184.25,49.81,9.44,2.12,-3.52,4.77,19.13,5.24,-2.15
718599,35.89,846.77,4105.32,177.94,51.62,14.5,1.54,-2.41,4.6,21.49,1.63,0.5
718621,35.89,846.77,4105.32,172.25,51.75,19.56,1.14,-0.48,4.09,15.13,1.41,-0.36
718643,35.89,846.77,4105.32,164.81,49.19,25.06,1.1,0.5,3.78,15.85,0.87,-0.09
718665,35.89,846.77,4105.32,160.5,46.25,27.06,1.17,1.49,3.51,18.31,-1.93,1.23
718687,35.89,846.77,4105.32,156.75,42.31,27.56,1.43,2.56,3.21,18.85,-2.18,1.68
718743,35.89,846.77,4105.32,148.56,25.06,21.44,2.87,5.55,2.28,10.02,-2.59,-5.17
718765,35.89,846.77,4105.32,146.75,17.88,17.5,3.56,6.28,1.95,7.48,-2.44,-6.94
718787,35.89,846.77,4105.32,145.12,10.31,13.25,3.99,6.6,1.8,8.07,-3.2,-3.91
718809,35.89,846.77,4105.32,143.69,2.56,8.5,4.42,6.92,1.68,7.45,-0.55,16.61
718831,35.89,846.77,4105.32,142.31,-5.44,3.31,4.68,7.18,1.66,1.42,5.59,29.68
718853,35.89,846.77,4105.32,140.88,-13.38,-2.06,4.35,6.74,1.74,-12.91,13.54,30.08
718875,35.89,846.77,4105.32,138.56,-23.5,-10.12,3.75,5.89,1.74,-13.39,15.27,21.26
718897,35.89,846.77,4105.32,136.88,-28.69,-15.31,3.13,4.95,1.73,-17.02,11.56,18.33
718919,35.89,846.77,4105.32,135.12,-32.5,-20.19,2.51,3.87,1.71,-17,12.31,15.14
718941,35.89,846.77,4105.32,133.44,-34.94,-24.44,1.83,2.81,1.61,-16.83,11.78,11.77
718963,35.89,846.77,4105.32,131.88,-36.25,-27.56,0.73,1.3,1.13,-11.93,9.8,6.92
718985,35.89,846.77,4105.32,130.19,-36.75,-29.81,0.1,0.5,0.85,-8.43,6.13,3.44
719007,35.89,846.77,4105.32,129.25,-36.44,-30.06,-0.36,-0.09,0.69,-5.07,3.39,0.44
719029,35.89,846.77,4105.32,128.44,-35.62,-29.62,-0.74,-0.55,0.58,-3.33,2.64,-0.75
719051,35.89,846.77,4105.32,127.75,-34.56,-28.5,-1.09,-0.94,0.42,-2.56,2.06,-1.75
719073,35.89,846.77,4105.32,127.25,-33.25,-26.81,-1.4,-1.29,0.27,-2.49,1.5,-2.59
